,date,hour,avg_buy_price,avg_sell_price,currency,spread_abs,spread_pct
0,2025-12-07,10,6.96575,6.970999999999999,CNY,0.005249999999999311,0.07534037706063912
1,2025-12-07,11,6.966187499999999,6.9712499999999995,CNY,0.005062500000000192,0.07264606567742733
2,2025-12-07,12,6.966875,6.97075,CNY,0.003874999999999851,0.055604882467419674
3,2025-12-07,13,6.969499999999999,6.971875,CNY,0.002375000000000682,0.03407124476603896
4,2025-12-07,14,6.9729375000000005,6.972075471698113,CNY,0.0008620283018876407,0.012363248476529308
5,2025-12-07,15,6.977625000000001,6.9746250000000005,CNY,0.0030000000000001137,0.043003816588723875
6,2025-12-07,16,6.9840625,6.971875,CNY,0.012187500000000462,0.17465684408518542
7,2025-12-07,17,6.986,6.970625,CNY,0.015374999999999694,0.22032547266978508
8,2025-12-07,18,6.9885,6.9705625,CNY,0.017937500000000384,0.2570014999216514
9,2025-12-07,19,6.9887500000000005,6.9703125,CNY,0.018437500000000107,0.26416530479751205
10,2025-12-07,20,6.9885625000000005,6.9703125,CNY,0.0182500000000001,0.2614823902356042
11,2025-12-07,21,6.988166666666667,6.970083333333333,CNY,0.018083333333334117,0.25910602451359044
12,2025-12-07,22,6.986937500000001,6.970375,CNY,0.016562500000000924,0.23733078986374953
13,2025-12-07,23,6.982375,6.970812499999999,CNY,0.01156250000000103,0.1657327402788937
14,2025-12-08,0,6.978125,6.971375,CNY,0.006750000000000256,0.09677766228180588
15,2025-12-08,1,6.975937500000001,6.971500000000001,CNY,0.004437499999999872,0.06363176031439283
16,2025-12-08,2,6.9746250000000005,6.9719999999999995,CNY,0.0026250000000009877,0.03764351590439963
17,2025-12-08,3,6.975624999999999,6.9727500000000004,CNY,0.0028749999999986287,0.0412234400064327
18,2025-12-08,4,6.975750000000001,6.979312500000001,CNY,0.003562500000000135,0.05105674016150246
19,2025-12-08,5,6.975,6.980437500000001,CNY,0.005437500000001094,0.0779266146260351
20,2025-12-08,6,6.97475,6.9806875,CNY,0.005937499999999929,0.08509228033875582
21,2025-12-08,7,6.974375,6.9807500000000005,CNY,0.006375000000000242,0.09136428373089085
22,2025-12-08,8,6.9730625,6.980251572327044,CNY,0.007189072327044244,0.1030446572015747
23,2025-12-08,9,6.973000000000001,6.9805625000000004,CNY,0.0075624999999996945,0.10839525748352356
24,2025-12-08,10,6.974500000000001,6.980312500000001,CNY,0.00581250000000022,0.08330459474106469
25,2025-12-08,11,6.975125,6.980875,CNY,0.005749999999999922,0.08240183433648499
26,2025-12-08,12,6.9748125000000005,6.980250000000001,CNY,0.005437500000000206,0.07792870866755638
27,2025-12-08,13,6.9754375,6.980375,CNY,0.004937500000000483,0.07075904752948613
28,2025-12-08,14,6.9776875,6.9805625000000004,CNY,0.002875000000000405,0.04119427578672692
29,2025-12-08,15,6.9811250000000005,6.980312500000001,CNY,0.0008124999999994387,0.01163920262507981
30,2025-12-08,16,6.9855625,6.980312500000001,CNY,0.005249999999999311,0.0751832591942762
31,2025-12-08,17,6.9873125,6.980187500000001,CNY,0.007124999999998494,0.10202255235365662
32,2025-12-08,18,6.9864999999999995,6.980187500000001,CNY,0.006312499999998167,0.09039365991396552
33,2025-12-08,19,6.9863124999999995,6.980062500000001,CNY,0.0062499999999987566,0.08950067573008397
34,2025-12-08,20,6.9860625,6.980000000000001,CNY,0.0060624999999987494,0.08681759801660273
35,2025-12-08,21,6.9855,6.980062500000001,CNY,0.005437499999999318,0.07787011801349666
36,2025-12-08,22,6.984999999999999,6.980312500000001,CNY,0.004687499999998401,0.06713061379755593
37,2025-12-08,23,6.982875,6.980125000000001,CNY,0.00274999999999892,0.03938981594211731
38,2025-12-09,0,6.9799999999999995,6.981375,CNY,0.0013750000000003482,0.019697200311578882
39,2025-12-09,1,6.9780625,6.981375,CNY,0.0033124999999998295,0.047458932353109926
40,2025-12-09,2,6.9770625,6.9809375000000005,CNY,0.003875000000000739,0.05552371399915086
41,2025-12-09,3,6.976875,6.9810625,CNY,0.004187500000000455,0.06000170154079648
42,2025-12-09,4,6.9776875,6.9805625000000004,CNY,0.002875000000000405,0.04119427578672692
43,2025-12-09,5,6.977875,6.980812500000001,CNY,0.0029375000000007034,0.04208848432204967
44,2025-12-09,6,6.9749375,6.98125786163522,CNY,0.006320361635220095,0.0905742786116968
45,2025-12-09,7,6.9749375,6.980812500000001,CNY,0.005875000000000519,0.08419468677785885
46,2025-12-09,8,6.9755625,6.980437500000001,CNY,0.004875000000001073,0.06986242476355793
47,2025-12-09,9,6.976999999999999,6.980875,CNY,0.003875000000000739,0.05552421124276781
48,2025-12-09,10,6.9784375,6.980875,CNY,0.0024375000000000924,0.03492292331732086
49,2025-12-09,11,6.97825,6.980500000000001,CNY,0.0022500000000009734,0.03223784364647225
50,2025-12-09,12,6.978375,6.9806875,CNY,0.0023125000000003837,0.0331325975508797
51,2025-12-09,13,6.9784375,6.9805625000000004,CNY,0.0021250000000003766,0.03044630704205712
52,2025-12-09,14,6.980124999999999,6.980187500000001,CNY,6.250000000207478e-05,0.0008953954290360589
53,2025-12-09,15,6.9820625000000005,6.980062500000001,CNY,0.0019999999999997797,0.028648934170117796
54,2025-12-09,16,6.983124999999999,6.980250000000001,CNY,0.0028749999999986287,0.04117915618535818
55,2025-12-09,17,6.983875,6.9806875,CNY,0.003187500000000121,0.04565126906052547
56,2025-12-09,18,6.984,6.980062500000001,CNY,0.003937499999999261,0.056394763343393245
57,2025-12-09,19,6.985437500000001,6.980000000000001,CNY,0.005437499999999318,0.07787081500310057
58,2025-12-09,20,6.985062500000001,6.980062500000001,CNY,0.004999999999999893,0.07160694945444301
59,2025-12-09,21,6.985437500000001,6.980062500000001,CNY,0.005374999999999908,0.07697540367333654
60,2025-12-09,22,6.985375,6.980062500000001,CNY,0.005312499999999609,0.07608068132487233
61,2025-12-09,23,6.9840625,6.980437500000001,CNY,0.0036249999999995453,0.05191736188190834
62,2025-12-10,0,6.9828125,6.9805625000000004,CNY,0.002249999999999197,0.03222716571028419
63,2025-12-10,1,6.9815625,6.9811875,CNY,0.0003750000000000142,0.005371434710211301
64,2025-12-10,2,6.9821875,6.980875,CNY,0.0013125000000000497,0.018799600732289923
65,2025-12-10,3,6.9810625,6.9806875,CNY,0.0003750000000000142,0.00537181943524292
66,2025-12-10,4,6.978937500000001,6.980437500000001,CNY,0.0015000000000000568,0.02149093351242526
67,2025-12-10,5,6.9790625,6.980062500000001,CNY,0.001000000000000334,0.01432754560189602
68,2025-12-10,6,6.978937500000001,6.9807500000000005,CNY,0.0018124999999997726,0.025967630006040934
69,2025-12-10,7,6.9785625,6.980312500000001,CNY,0.0017500000000012506,0.0250736538582264
70,2025-12-10,8,6.978687500000001,6.980437500000001,CNY,0.0017499999999994742,0.025073204803302128
71,2025-12-10,9,6.977437500000001,6.980943396226415,CNY,0.0035058962264145066,0.050233565805075715
72,2025-12-10,10,6.97825,6.980250000000001,CNY,0.002000000000000668,0.028656374252257304
73,2025-12-10,11,6.978875,6.980250000000001,CNY,0.0013750000000003482,0.01970037520260544
74,2025-12-10,12,6.978875,6.980250000000001,CNY,0.0013750000000003482,0.01970037520260544
75,2025-12-10,13,6.979875,6.980375,CNY,0.0005000000000006111,0.00716319550152198
76,2025-12-10,14,6.9800625,6.980250000000001,CNY,0.00018750000000089528,0.0026861862870318307
77,2025-12-10,15,6.984125000000001,6.980000000000001,CNY,0.004124999999999268,0.059079963835890426
78,2025-12-10,16,6.9886875,6.980062500000001,CNY,0.008624999999999439,0.123489932885898
79,2025-12-10,17,6.9880625,6.980000000000001,CNY,0.00806249999999853,0.11544192331611527
80,2025-12-10,18,6.988875,6.980000000000001,CNY,0.008874999999998856,0.1270682141546668
81,2025-12-10,19,6.989375,6.980000000000001,CNY,0.009374999999998579,0.13422218245266632
82,2025-12-10,20,6.9895625,6.980000000000001,CNY,0.009562499999998586,0.1369047885357696
83,2025-12-10,21,6.989583333333333,6.98,CNY,0.009583333333332611,0.13720285143316294
84,2025-12-10,22,6.9886875,6.980062500000001,CNY,0.008624999999999439,0.123489932885898
85,2025-12-10,23,6.988124999999999,6.980125000000001,CNY,0.00799999999999823,0.11454548708676075
86,2025-12-11,0,6.984375,6.980375,CNY,0.0039999999999995595,0.05728709787141996
87,2025-12-11,1,6.9807500000000005,6.980312500000001,CNY,0.00043749999999942446,0.006267431293276202
88,2025-12-11,2,6.98125,6.980503144654088,CNY,0.0007468553459117899,0.010698589756942644
89,2025-12-11,3,6.981812499999999,6.980250000000001,CNY,0.001562499999998579,0.02238208001143927
90,2025-12-11,4,6.982125000000001,6.980625000000001,CNY,0.0015000000000000568,0.0214857388408452
91,2025-12-11,5,6.978937500000001,6.980375,CNY,0.0014374999999997584,0.02059557016149267
92,2025-12-11,6,6.97525,6.980125000000001,CNY,0.004875000000001073,0.0698655535949564
93,2025-12-11,7,6.9765625,6.9807500000000005,CNY,0.004187500000000455,0.06000438838064928
94,2025-12-11,8,6.976000000000001,6.980125000000001,CNY,0.004125000000000156,0.05911382994921808
95,2025-12-11,9,6.975312499999999,6.980375,CNY,0.00506250000000108,0.07255106564977297
96,2025-12-11,10,6.976125000000001,6.980187500000001,CNY,0.004062500000000746,0.05821738371078671
