,date,hour,avg_buy_price,avg_sell_price,currency,spread_abs,spread_pct
0,2025-12-07,10,1507.0165000000002,1489.310375,ARS,17.706125000000156,1.1818553674989252
1,2025-12-07,11,1505.4721875,1490.6544374999999,ARS,14.81775000000016,0.9891270867098391
2,2025-12-07,12,1503.3061874999999,1492.0500625,ARS,11.256124999999884,0.7515717036996774
3,2025-12-07,13,1501.5093124999999,1493.091,ARS,8.418312499999956,0.5622327937962477
4,2025-12-07,14,1501.4338750000002,1493.4559375000001,ARS,7.977937500000053,0.5327700182291799
5,2025-12-07,15,1501.0041139240507,1493.7103124999999,ARS,7.293801424050798,0.4871116497582196
6,2025-12-07,16,1500.318,1493.3749375,ARS,6.943062499999996,0.46384600190813635
7,2025-12-07,17,1501.6446875,1494.6235000000001,ARS,7.021187499999769,0.4686621530937153
8,2025-12-07,18,1502.5496875000001,1494.6832704402516,ARS,7.866417059748528,0.5249119551357436
9,2025-12-07,19,1502.3955,1494.1251875,ARS,8.270312500000045,0.5519943536181606
10,2025-12-07,20,1502.0051250000001,1493.665625,ARS,8.339500000000044,0.5567701323651835
11,2025-12-07,21,1501.8463333333334,1493.9495833333335,ARS,7.896749999999884,0.5271887818571008
12,2025-12-07,22,1502.7872499999999,1494.587125,ARS,8.200124999999844,0.547153873629806
13,2025-12-07,23,1503.5455,1495.167375,ARS,8.378124999999955,0.5587814071728994
14,2025-12-08,0,1503.234625,1495.185,ARS,8.049625000000106,0.5369245140262918
15,2025-12-08,1,1503.6493125000002,1495.3106918238993,ARS,8.338620676100845,0.556100825891524
16,2025-12-08,2,1503.2105,1495.4545625,ARS,7.755937499999845,0.5172926844676468
17,2025-12-08,3,1503.6973125,1495.0295625,ARS,8.667749999999842,0.5780953292053209
18,2025-12-08,4,1504.8179375,1494.758,ARS,10.059937499999933,0.6707573143411998
19,2025-12-08,5,1506.9803749999999,1494.1801874999999,ARS,12.800187499999993,0.8530158406011636
20,2025-12-08,6,1508.9958124999998,1491.6868749999999,ARS,17.308937499999956,1.153666635402945
21,2025-12-08,7,1511.0678750000002,1489.91025,ARS,21.15762500000028,1.4100485987381384
22,2025-12-08,8,1511.9340625,1489.924125,ARS,22.009937499999978,1.466420871688828
23,2025-12-08,9,1510.2385625000002,1491.5308125,ARS,18.70775000000026,1.246448188578795
24,2025-12-08,10,1507.393875,1492.5565000000001,ARS,14.837374999999838,0.9891746959314176
25,2025-12-08,11,1505.2237499999999,1494.0400625,ARS,11.183687499999905,0.7457621735967187
26,2025-12-08,12,1503.743,1495.2705,ARS,8.472499999999854,0.565019130457389
27,2025-12-08,13,1502.2263125,1494.5462499999999,ARS,7.680062500000076,0.5125555803669753
28,2025-12-08,14,1501.9931446540882,1495.0656875,ARS,6.927457154088188,0.46228369491894084
29,2025-12-08,15,1502.1475625,1495.36725,ARS,6.780312500000036,0.4523955959600474
30,2025-12-08,16,1501.8626875,1495.4921875,ARS,6.370499999999993,0.42507479198638387
31,2025-12-08,17,1502.0364375000001,1495.9183125,ARS,6.118125000000191,0.4081532584839842
32,2025-12-08,18,1501.5255625,1494.8203125,ARS,6.705249999999978,0.44756181560648295
33,2025-12-08,19,1500.83375,1493.3637106918238,ARS,7.470039308176183,0.49896771380269583
34,2025-12-08,20,1499.886875,1492.36025,ARS,7.526624999999967,0.5030750927699508
35,2025-12-08,21,1499.9808125,1493.1568750000001,ARS,6.823937499999829,0.45597217451760336
36,2025-12-08,22,1500.4141875,1493.6928125,ARS,6.72137500000008,0.4489736004758734
37,2025-12-08,23,1500.4366875,1493.934125,ARS,6.502562500000067,0.4343191212561331
38,2025-12-09,0,1499.8629999999998,1493.8535,ARS,6.009499999999889,0.4014742210893978
39,2025-12-09,1,1499.7925625,1493.1884375,ARS,6.604125000000067,0.44130751247669586
40,2025-12-09,2,1499.5145,1492.1266875,ARS,7.387812500000109,0.49389696403891414
41,2025-12-09,3,1499.888125,1492.2165625,ARS,7.671562499999936,0.5127870379702372
42,2025-12-09,4,1501.0751875,1492.681,ARS,8.394187500000044,0.5607796342967921
43,2025-12-09,5,1502.75475,1492.3644375,ARS,10.390312500000164,0.6938162957496772
44,2025-12-09,6,1502.3388125,1490.2395625,ARS,12.099249999999984,0.8086170842559793
45,2025-12-09,7,1503.2853125,1486.078125,ARS,17.207187499999918,1.1512275345409497
46,2025-12-09,8,1503.9011875,1484.928125,ARS,18.973062500000196,1.2695982618110915
47,2025-12-09,9,1502.0739374999998,1486.8990625000001,ARS,15.174874999999702,1.0153905706073425
48,2025-12-09,10,1500.46175,1488.1761875,ARS,12.285562499999969,0.8221512780686215
49,2025-12-09,11,1499.9111875,1489.9936874999999,ARS,9.917500000000246,0.6633990320511615
50,2025-12-09,12,1498.3701257861635,1490.5895,ARS,7.780625786163455,0.52062434828754
51,2025-12-09,13,1494.9438125000001,1488.5535625,ARS,6.390250000000151,0.4283730935074244
52,2025-12-09,14,1492.66725,1486.0930624999999,ARS,6.574187500000107,0.4414042628681698
53,2025-12-09,15,1492.4285625,1486.540375,ARS,5.888187499999958,0.3953171465387231
54,2025-12-09,16,1494.70425,1488.201125,ARS,6.5031249999999545,0.43602623499244947
55,2025-12-09,17,1495.324375,1489.1460377358492,ARS,6.178337264150741,0.41403240171425193
56,2025-12-09,18,1495.5917088607594,1489.1215625,ARS,6.470146360759372,0.43355228945054214
57,2025-12-09,19,1495.2115625000001,1489.2359375,ARS,5.975625000000036,0.4004510047504629
58,2025-12-09,20,1494.78375,1489.006625,ARS,5.777125000000069,0.38723397249379954
59,2025-12-09,21,1493.7040625,1487.747875,ARS,5.956187499999942,0.39954945609448994
60,2025-12-09,22,1492.9445625,1486.326875,ARS,6.617687500000102,0.44424871240018404
61,2025-12-09,23,1492.9717500000002,1486.73225,ARS,6.239500000000135,0.41879998818675507
62,2025-12-10,0,1493.2700625,1486.254716981132,ARS,7.015345518867889,0.4709036533060532
63,2025-12-10,1,1493.0463750000001,1486.256125,ARS,6.7902500000000146,0.4558281678345864
64,2025-12-10,2,1492.9224375,1486.215625,ARS,6.706812499999842,0.45025187549526946
65,2025-12-10,3,1493.3185625,1485.9883125000001,ARS,7.330249999999978,0.4920775406863704
66,2025-12-10,4,1493.7238750000001,1485.3285,ARS,8.395375000000058,0.5636272171952034
67,2025-12-10,5,1494.8946875,1483.8515625,ARS,11.043124999999918,0.7414612775425177
68,2025-12-10,6,1497.13975,1482.6948125000001,ARS,14.444937499999924,0.9695127160268262
69,2025-12-10,7,1498.0479375,1479.5888125,ARS,18.459125000000085,1.239850697033484
70,2025-12-10,8,1497.9566875,1477.2799375,ARS,20.676750000000084,1.3899230620018388
71,2025-12-10,9,1497.40075,1480.757,ARS,16.643749999999955,1.1177211818279238
72,2025-12-10,10,1495.9813749999998,1483.828125,ARS,12.153249999999844,0.8157065074126277
73,2025-12-10,11,1494.13225,1484.9199375,ARS,9.212312500000053,0.6184727168362204
74,2025-12-10,12,1492.5267295597484,1485.5666875000002,ARS,6.960042059748275,0.4674159661935574
75,2025-12-10,13,1490.5631250000001,1485.1435,ARS,5.419625000000224,0.36425801888317694
76,2025-12-10,14,1491.035,1485.8079375,ARS,5.227062500000102,0.35118161150886057
77,2025-12-10,15,1493.529625,1487.8070625,ARS,5.722562499999867,0.38389240128383634
78,2025-12-10,16,1494.3329374999998,1488.9253125,ARS,5.407624999999825,0.36253147041492806
79,2025-12-10,17,1495.6541875,1490.578375,ARS,5.075812499999984,0.3399475689696879
80,2025-12-10,18,1495.509375,1489.54375,ARS,5.9656250000000455,0.39969975408729413
81,2025-12-10,19,1494.9609375,1488.8561875,ARS,6.104749999999967,0.40919062692221575
82,2025-12-10,20,1493.0633333333333,1487.2663125,ARS,5.797020833333363,0.38901876786938117
83,2025-12-10,21,1491.4758333333334,1485.71075,ARS,5.76508333333345,0.38728397915045804
84,2025-12-10,22,1491.6330625,1485.977125,ARS,5.655937500000164,0.37989778002129193
85,2025-12-10,23,1491.4333333333334,1486.1181875,ARS,5.315145833333418,0.3570145333267554
86,2025-12-11,0,1491.9186875,1485.7714375,ARS,6.1472499999999854,0.4128871535952711
87,2025-12-11,1,1492.09025,1485.129375,ARS,6.960874999999987,0.46760910357763663
88,2025-12-11,2,1492.5834375,1484.675625,ARS,7.907812499999864,0.5312142701723568
89,2025-12-11,3,1492.7420625,1484.8333125,ARS,7.908750000000055,0.5312208091457671
90,2025-12-11,4,1493.8655625,1484.43925,ARS,9.426312499999995,0.6329985070995816
91,2025-12-11,5,1494.1115,1482.9445,ARS,11.166999999999916,0.7502042286070477
92,2025-12-11,6,1494.8155625,1481.4411875,ARS,13.374374999999873,0.8987379869024991
93,2025-12-11,7,1496.11075,1479.6770625,ARS,16.433687500000133,1.1044932324118881
94,2025-12-11,8,1495.800125,1479.428375,ARS,16.37175000000002,1.100537320074745
95,2025-12-11,9,1495.2821875,1481.5621875000002,ARS,13.7199999999998,0.9217814753920281
96,2025-12-11,10,1494.7526874999999,1482.603,ARS,12.1496874999998,0.8161394724190004
97,2025-12-11,11,1493.374625,1484.909375,ARS,8.465249999999969,0.5684649281263956
98,2025-12-11,12,1492.279,1485.4939375,ARS,6.785062500000095,0.45571389373271143
99,2025-12-11,13,1492.2135,1486.29875,ARS,5.91475000000014,0.3971613680622022
100,2025-12-11,14,1494.664625,1489.3075000000001,ARS,5.357124999999769,0.35905998954328494
101,2025-12-11,15,1495.736125,1490.514625,ARS,5.221499999999878,0.34970271669248654
102,2025-12-11,16,1496.79475,1491.8869375,ARS,4.907812500000091,0.32842657821518784
103,2025-12-11,17,1503.3474375,1496.3435,ARS,7.00393750000012,0.46697727505469855
104,2025-12-11,18,1501.6193125,1495.956625,ARS,5.662687499999947,0.3778177846411904
105,2025-12-11,19,1499.680125,1493.7379375,ARS,5.9421875000000455,0.3970168800970844
106,2025-12-11,20,1499.195375,1493.2803749999998,ARS,5.915000000000191,0.3953248409782563
107,2025-12-11,21,1499.7091875,1494.0526875,ARS,5.656500000000051,0.377885766215127
108,2025-12-11,22,1500.50075,1495.2571249999999,ARS,5.2436250000000655,0.3500700135854648
109,2025-12-11,23,1500.99175,1495.4324375,ARS,5.559312499999805,0.37106311737778985
110,2025-12-12,0,1501.4223749999999,1495.578427672956,ARS,5.843947327043907,0.3899863704962525
